What are the API Rate Limits?,"Daily rate limits have been set based on user access. The larger number of request per day will for users who have gone through additional checks to ensure there is a valid government need for the connection.Users can be issued an API key from their user account, or a user can be issued an API key for a system account.The daily rates are as follows:<p class=""sam-rich-text-editor-indent-a"">As a non-federal user, the limit is 10 requests/day.<p class=""sam-rich-text-editor-indent-a"">A Non-Federal user associated to an entity has a limit of 1000 requests/day.<p class=""sam-rich-text-editor-indent-a"">As a Federal user, the limit is 1000 requests/day.<p class=""sam-rich-text-editor-indent-a"">As a Federal System account, the limit is 10,000 requests/day."
What are the Davis-Bacon Related Acts (DBRA)?,"Congress has added the DBA prevailing wage provisions to approximately 60 statutes  that assist construction projects through grants, loans, loan guarantees, and insurance. These involve construction in such areas as transportation, housing, air and water pollution reduction, and health. Some of the “related acts” contain coverage criteria specific to projects funded under these statutes. A determination of whether the Davis-Bacon prevailing wage provisions apply to all or a portion of an assisted project requires reference to the actual labor standards provision in the related act."
What are the requirements for a DBA/DBRA contract?,"Contracts covered by either the DBA or a DBRA must contain clauses stating the labor standards requirements of the DBA. Under these labor standards, contractors and their subcontractors are required to pay laborers and mechanics employed directly upon the site of the work no less than the locally prevailing wages and fringe benefits paid on projects of a similar character. http://farsite.hill.af.mil/reghtml/regs/far2afmcfars/fardfars/far/22.htm#P146_22580 The DBA directs the Department of Labor (DOL) to determine such local prevailing wage rates or wage determinations. Federal agency contracting officials then place the wage determinations, also known as “general schedules,” in covered contracts.The geographic scope of the DBA is limited to the 50 states and the District of Columbia. The geographic scope of each Related Act is determined by the terms of the particular statute under which the federal assistance is provided.For prime contracts in excess of $100,000, contractors and subcontractors must also, under the provisions of the Contract Work Hours and Safety Standards Act, as amended, pay laborers and mechanics, including guards and watchmen, at least one and one-half times their regular rate of pay for all hours worked over 40 in a workweek. The overtime provisions of the Fair Labor Standards Act may also apply to DBRA-covered contracts."
What are the responsibilities of the contracting agency when accessing SCA Wage Determinations?,"Contracting offices are to follow the procedures set forth below: 1. The contracting office will obtain the appropriate SCA WD by accessing the beta.SAM.gov SCA Database prior to the issuance of a solicitation (IFB or RFP), exercise of option, contract extension, or contract modification.2. The contracting office will monitor the SCA Database to determine if an applicable WD has been revised. Wage determinations will be considered received by the federal agency on the date of their publication. The provisions of 29 CFR 4.5(a) (2) shall be followed to determine whether a revised WD must be included in the solicitation and subsequent contract. Electronic Code of Federal Regulations https://www.ecfr.gov/cgi-bin/text-idx?c=ecfr&amp;sid=99c9a20e960f56be66f17ae91b52c888&amp;rgn=div5&amp;view=text&amp;node=29:1.1.1.1.5&amp;idno=29For contracts that are the result of sealed bidding procedures:Any revision to a WD published in the beta.SAM.gov SCA Database 10 or more days prior to the bid opening shall be effective. Any revision to a WD published in the beta.SAM.gov SCA Database less than 10 days prior to the bid opening shall not be effective if the contracting officer determines that there is not a reasonable time still available to notify bidders of the revision.For contracts that are NOT the result of sealed bidding procedures:Any revision to a WD published in the beta.SAM.gov SCA Database prior to the date of award (or the date of a specified modification having the effect of a new award) shall be effective. Any revision to a WD published in the beta.SAM.gov SCA Database after the date of award shall not be effective if contract performance commences within 30 days of the award date. If contract performance commences more than 30 days after award (or the specified modification), any revision to a WD published in the beta.SAM.gov SCA Database at least 10 days prior to commencement of the work shall be effective and applicable to the contract.3. If it is discovered that the most current, applicable wage determination (i.e., covering the appropriate locality, occupation, type of service and fringe benefit level for the service to be performed) contained in the beta.SAM.gov SCA Database system was not included in the contract, the agency is required to incorporate the applicable wage determination in the contract as provided by 29 CFR 4.5(c)(2), 29 CFR 4.101(b) and FAR 22.1015.Electronic Code of Federal Regulations https://www.ecfr.gov/cgi-bin/text-idx?c=ecfr&amp;sid=99c9a20e960f56be66f17ae91b52c888&amp;rgn=div5&amp;view=text&amp;node=29:1.1.1.1.5&amp;idno=29Federal Acquisition Regulation http://farsite.hill.af.mil/reghtml/regs/far2afmcfars/fardfars/far/22.htm#P1022_198184 The presence of a wage determination on the WD database does not determine the applicable WD for any specific contract. Only those wage determinations placed into the contract at the time of the award, or by a modification having the effect of a new award are controlling. When the contracting officer selects a SCA or DBA WD using the beta.SAM.gov website Program and DOL later determines, whether before or after contract award, that the appropriate SCA or DBA WD was not incorporated in a covered contract, the contracting officer, within 30 days of notification by DOL, shall include in the contract the applicable WD issued by DOL."
What are wage determinations?,Wage determinations are a database of legally mandated wages that must be paid for by federal contractors to their employees based on the county where the work is performed.
What data does the API have for Opportunities?,"The Opportunity API only provides the latest active version of the opportunity. To view all version of the opportunity, please visit Data Services Section of Beta.Sam.Gov.All active notices in Beta.Sam.Gov are updated daily and all archived notices are updated on a weekly basis."
"What does the ""deactivated"" status mean on my System Account?","If your system Account shows a &quot;Deactivated&quot; status, then you need to submit a new system account request.This is not a locked account, but means someone with permission selected to deactivate the account.At the time of deactivation, the API key, password, and other authentication methods are blocked as not authorized."
"What do I do if my System Account is ""locked""?","If your System Account shows &quot;0 days&quot; next to the hashed password, then your account is locked until you reset the password.Select the &quot;Forgot Password&quot; option.If you attempt to access the account again without resetting the password, during the locked state, the time your account is locked will be extended for 60 minutes from the time of attempted access. This is for security purposes."
What do I need to register with login.gov?,You need to create a login.gov account if you don't already have one. Your old beta.SAM.gov username and password won't work anymore. You'll need to:-Create a login.gov account - you only need to do this once-Enter an email address - use the same email address you use for beta.SAM.gov or else you will not get your roles!-Have a working phone number (mobile or landline)-Login.gov will send you a security code
What email address do I use to create a login.gov account?,"Use the same email address you registered within beta.SAM.gov so that we can automatically link your beta.SAM.gov profile to your login.gov account. During registration, it is not necessary to request new roles - existing users can skip the roles request page."
What federal hierarchy information is available to the public?,Public users can view department/independent agency and sub-tier information.  Public users may follow this path to access the Public Federal Hierarchy API : beta.SAM.gov →Data Services → Documentation → Federal Hierarchy
What fields do I have permission to edit in my System Account?,"System account holders may make several changes to their system accounts.Here is a list of edits by section as well as what type of approval is required:<p class=""sam-rich-text-editor-indent-a""><strong>System Information Section</strong><ul>	<li class=""sam-rich-text-editor-indent-a"">System Description and Function&mdash;Can be edited without review</li></ul><p class=""sam-rich-text-editor-indent-a""><strong>Organization Information Section</strong><ul>	<li class=""sam-rich-text-editor-indent-a"">System Account Administrators&mdash;Can be edited without review</li>	<li class=""sam-rich-text-editor-indent-a"">System Managers (Operations)&mdash;Can be edited without review</li></ul><p class=""sam-rich-text-editor-indent-a""><strong>Permissions Section</strong><ul>	<li class=""sam-rich-text-editor-indent-a"">Public Permissions&mdash;Can be edited without review</li>	<li class=""sam-rich-text-editor-indent-a"">Non-public permissions (e.g. Sensitive, FOUO, DoD)&mdash;Can be edited and requires full review by IAE PMO Administrator and GSA Security Approver; user must provide justification for non-public permission requests</li></ul><p class=""sam-rich-text-editor-indent-a""><strong>Security Section</strong><ul>	<li class=""sam-rich-text-editor-indent-a"">IP Addresses&mdash;Can be edited and requires review by GSA Security Approver; user must provide justification along with any IP changes</li>	<li class=""sam-rich-text-editor-indent-a"">Type of Connection&mdash;Can be edited and requires review by GSA Security Approver</li>	<li class=""sam-rich-text-editor-indent-a"">Physical Location&mdash;Can be edited without review</li>	<li class=""sam-rich-text-editor-indent-a"">Security Official&mdash;Can be edited without review</li></ul><p class=""sam-rich-text-editor-indent-a""><strong>Authority Section</strong><ul>	<li class=""sam-rich-text-editor-indent-a"">Authority to Operate&mdash;Can be edited and requires review by GSA Security Approver; user must provide justification with updated ATO	<ul>		<li class=""sam-rich-text-editor-indent-a"">(Notes: User cannot delete an existing ATO; rename to &quot;Supporting Documentation&quot; since documents other than ATOs will be uploaded)</li>	</ul>	</li>	<li class=""sam-rich-text-editor-indent-a"">Certification - User must re-certify</li></ul>"
What File Types can Be Attached to a Notice?,"Multiple file types are supported for notice attachments :<ul>	<li>	Bitmap Image File (.bmp)	</li>	<li>	Graphical Interchange Format File (.gif)	</li>	<li>	JPEG Image (.jpeg)	</li>	<li>	JPEG Image (.jpg)	</li>	<li>	LaTex (.tex)	</li>	<li>	Microsoft Excel Document (.xls)	</li>	<li>	Microsoft Excel Open XML Document (.xlsx)	</li>	<li>	Microsoft Word Document (.doc)	</li>	<li>	Microsoft Word Open XML Document (.docx)	</li>	<li>	OpenDocument Text Document (.odt)	</li>	<li>	Plain Text File (.txt)	</li>	<li>	Portable Document Format File (.pdf)	</li>	<li>	Portable Network Graphic (.png)	</li>	<li>	PowerPoint Open XML Presentation (.pptx)	</li>	<li>	PowerPoint Presentation (.ppt)	</li>	<li>	Rich Text Format (.rtf)	</li>	<li>	Audio Video Interleaved (.AVI)	</li>	<li>	QuickTime (.mov)	</li>	<li>	MPEG (.mpg, .mpeg, .mp4)	</li>	<li>	Windows Media Video (.wmv)	</li>	<li>	Flash Video (.flv, .f4v)	</li>	<li>	ZIP (.zip)	</li></ul>Anything not supported will present a model to the user with a &#39;unsupported file type&#39; message, or a message if the size has been exceeded if the file exceeds 250 MB."
What file types can I attach to Contract Opportunities?,"If you are a Contract Specialist, you can upload many types of attachements into beta.SAM.gov for contractors to download. File size must be 250MB or less.A list of supported items follows:<ul>	<li>Bitmap Image (.bmp)</li>	<li>Graphical Interchange Format (.gif)</li>	<li>JPEG Image (.jpeg, .jpg)</li>	<li>LaTex (.tex)</li>	<li>Microsoft Excel (.xls)</li>	<li>Microsoft Excel Open XML (.xlsx)</li>	<li>Microsoft Word (.doc)</li>	<li>Microsoft Word Open XML (.docx)</li>	<li>OpenDocument Text (.odt)</li>	<li>Plain Text (.txt)</li>	<li>Portable Document Format (.pdf)</li>	<li>Portable Network Graphic (.png)</li>	<li>PowerPoint (.ppt)</li>	<li>PowerPoint Open XML (.pptx)</li>	<li>Rich Text Format (.rtf)</li>	<li>Audio Video Interleaved (.AVI)</li>	<li>QuickTime (.mov)</li>	<li>MPEG (.mpg, .mpeg, .mp4)</li>	<li>Windows Media Video (.wmv)</li>	<li>Flash Video (.flv, .f4v)</li>	<li>Zip Files (.zip)</li></ul><em>Please note: Anything not supported will present you with an &quot;unsupported file type&quot; message, or a message if the size has been exceeded. </em>"
What functions does a Federal Hierarchy Administrator perform?,●       Create an office       Edit an office       End date an office       Coordinate departments and sub-tiers with GSA      Manage other hierarchy administrators within their organization
What guidelines apply when the appropriate WD is not incorporated in an SCA or DBA covered contract?,"The program and the associated reference information does not relieve the contracting officer or any other program user of the requirement to carefully review the contract or solicitation, federal acquisition regulations, and/or DOL regulations related to these actions. Where the contracting officer selects a SCA or DBA WD using beta.SAM.gov Program and DOL later determines, whether before or after contract award, that the appropriate SCA or DBA WD was not incorporated in a covered contract, the contracting officer shall include  the applicable WD issued by DOL in the contract within 30 days of notification by DOL."
What happened to my saved ad hoc contract data reports?,"Only ad hoc reports run between January 1, 2019 and January 31, 2020 are converted from FPDS.gov. Within those reports, at least 80% should convert successfully, but not all of them can be converted to the new tool. If your report is not converted, you will need to rebuild it in beta.SAM.gov."
What happened to my saved standard and admin contract data report parameters?,Saved parameters for standard and administrative reports could not be copied from FPDS.gov to beta.SAM.gov.
What happened to the location administrator role that existed in FBO.gov?,"Link to Federal Hierarchy Administrator Quick Start Guide:  http://falextracts.s3.amazonaws.com/Documentation/Federal%20Hierarchy/beta.SAM%20-%20Federal%20Hierarchy%20Guide.docx%20%282%29%20%283%29.pdfThe role of location administrator no longer exists in beta.SAM.gov.  As part of modernization, federal agencies will manage their organizational hierarchy from a single workspace within beta.SAM.gov. Federal departments and independent agencies have delegated this responsibility to federal hierarchy administrators who will be solely responsible for maintaining their Departments/Independent Agencies, sub-tiers and offices in beta.SAM.gov. Agency role administrators of other domains within beta.SAM.gov will not be able to manage the federal hierarchy. DoD will continue to manage their hierarchy using PIEE and DoDAAD systems and that hierarchy data will be shared with beta.SAM.gov for facilitating DoD user activity. Note: FPDS agency administrators will separately manage their FPDS hierarchy until further notice If a user needs to request a change to their hierarchy, they will need to contact a federal hierarchy administrator for their organization directly via email. They may view their federal hierarchy administrators by going to the user directory section in your workspace.Click on User Directory to see the entire listUsing the left hand filters, they can narrow the search results to display users within the federal hierarchy domain. The results include the administrator’s name, work email, and organizationA request to add, modify or delete an organization in the hierarchy must be sent directly to the federal hierarchy administrator’s email For more information on the functions of the Federal hierarchy administrator role, see the Hierarchy Administrator Quick Start Guide."
What happens if a request is rejected?,"Currently, a user must submit a new system account request to re-apply."
What happens to a pending role request if no action is taken?,Role requests that are not acted upon by the administrator are deleted after 30 days.
What information is required to establish a system account?,"Once you have a system account role, go to the system account area on your workspace.  The following information is required to submit a system account request:~A name for your system account ~Interfacing system name and version~Description and function of the interfacing system~Authority to Operate Documentation ~~~Only Federal systems are required to provide Authority to Operation documentation~Organizational information~Names of system account administrators and managers~~~Must have Beta.SAM.gov accounts~Specific permissions for this system account~~~Be sure to only select the permissions needed ~For Official Use Only selection including terms and conditions ~IP address of your interfacing system~Type of connection~Physical location of the interfacing system~Names of System Security personnel~~~Does NOT need a Beta.SAM.accountOnce your request is submitted, GSA security approver will approve or deny the request. You will receive an email with the approval/denial.  If the request is denied, GSA will provide the reason for the denial."
What is a CFDA number?,"The beta.SAM.gov system assigns each assistance listing a unique number that follows the assistance listing throughout the assistance lifecycle. This enables data and funding transparency. The complete CFDA number is a five-digit number, XX.XXX, where the first two digits represent the funding agency and the last three digits represent the assistance listing.Beta.SAM.gov serves as the authoritative source for all CFDA numbers, including assistance listings under the American Recovery and Reinvestment Act of 2009 (ARRA, or the Recovery Act)."
What is a Collective Bargaining Agreement (CBA) and who is responsible for posting the CBA Wage Determination on beta.SAM.gov?,"This information will be available in a future release in beta.SAM.gov. Collective Bargaining Agreements (CBAs) are used in negotiations for the benefit of several collective interests. The CBA usually sets out wage scales, working hours, training, health and safety, overtime, grievance mechanisms, and rights to participate in workplace or company affairs"
"What is a ""controlled"" attachment on a contract opportunity?","These type of attachments require special handling due to the information they contain. You are not allowed to access controlled attachments unless your account is associated with an entity that has been certified by the Joint Certification Program.You will not immediately be permitted to view the document. Your entity&rsquo;s Data Custodian is the only individual authorized to access to the attachment(s). Your entity is responsible for managing the documents in accordance with prescribed directives.If your entity is not certified by the Joint Certification Program, you can go to <a href=""https://www.dla.mil/HQ/LogisticsOperations/Services/JCP/"">https://www.dla.mil/HQ/LogisticsOperations/Services/JCP/</a> to enroll. There is a link for completing DD Form 2345. Please note that the form must be mailed along with additional information, and approval can take several weeks."
What is an authentication app?,"Authentication apps generate security codes for signing in to sites that require a high level of security. You can use these apps to get security codes even if you don’t have an internet connection or mobile service.You can set up an authentication app to generate your login.gov security code. First, you’ll need to download an authentication app to your computer or phone. After installing and configuring the application to work with login.gov, you will be able to receive security codes without a phone number. Some options for authentication apps include:Android options: Google Authenticator, Authy, LastPass, 1PasswordiOS options:Google Authenticator, Authy, LastPass, 1PasswordWindows apps: 1Password, OTP Manager, OneLogin OTPMac apps: 1Password, OTP ManagerChrome extensions: Authenticator"
What is beta.SAM.gov?,Copy and paste the link below into your browser's address bar to learn more about beta.SAM.gov. https://youtu.be/5uciZ431AGo
What is login.gov?,"Login.gov is a service that provides secure and private online access to government programs, such as federal benefits, services, and applications. With a login.gov account, you can sign in to multiple government websites (including beta.SAM.gov) with the same username and password."
What is the Activity Address Code (AAC) and how is it part of the Federal Hierarchy?,The Activity Address Code (AAC) is a unique 6-digit identifier assigned to offices in the Federal Hierarchy.
What is the Davis-Bacon Act (DBA)?,"22.401-3  U.S.C. chapter 31, subchapter IV, Wage Rate Requirements (Construction), formerly known as the Davis-Bacon Act provides that contracts in excess of $2,000 to which the United States or the District of Columbia is a party for construction, alteration, or repair (including painting and decorating) of public buildings or public works within the United States, shall contain a clause 52.222-6 that no laborer or mechanic employed directly upon the site of the work shall receive less than the prevailing wage rates as determined by the Secretary of Labor. Link to FAR  clause 52.222-6http://farsite.hill.af.mil/reghtml/regs/far2afmcfars/fardfars/far/52_220.htm#P63_8740 Enacted in 1931, the DBA is intended to protect communities and workers from the economic disruption caused by competition arising from non-local contractors coming into an area and obtaining federal construction contracts by underbidding local wage levels."
What is the Federal Hierarchy?,"The beta.SAM.gov Federal Hierarchy represents federal organizations as the authoritative source for management and dissemination of Department/Independent Agency, Sub-Tier Agency, and Office data needed for awarding and transparency purpose."
What is the importance of wage determinations?,It is critical for both federal buyers and contractors to understand these wage requirements because they can vary substantially depending on the county. Wage determinations impact funding budgeted by federal buyers and the price of bids by contractors.
What is the Interested Vendor List? (IVL),"The Interested Vendor List (IVL) is a list of vendors that have indicated interested in competing for the opportunity or vendors interested in subcontracting opportunities. The contracting officer is the only person who can determine whether to include an IVL and the view settings for an IVL. If the view settings for an IVL are public, others can see that your company is on the IVL."
"What is the process used for submitting, reviewing and approving a conformance request?","The governing regulations at 29 C.F.R §5.5 require that the following three criteria be met prior to submission of a conformance request to the Department of Labor (DOL):• The work to be performed by the classification requested is not performed by a classification in the wage determination; • The classification is utilized in the area by the construction industry; and • The proposed wage rate, including any bona fide fringe benefits, bears a reasonable relationship to the wage rates contained in the wage determination.The DOL Branch of Construction and Wage Determinations processes a conformance request using the process below: 1. The analyst will review the classifications on the wage determination to ensure that the requested classification’s work is not performed by a classification on the wage determination. If the work is performed by a classification on the wage determination, conformance is not needed, and the wage rate for the classification on the wage determination must be paid. If the work is not performed by a classification on the wage determination, then the reviewer will proceed through the conformance process.2. The analyst will determine the category (skilled, laborer, power equipment operator, truck driver). Then,  a determination is made regarding what the predominant “sector” (“union majority” wage rates or “su” weighted average wage rates) is for the subject category on the wage determination.3. The analyst will make a determination as to what is a “reasonable relationship”(see link below) based on all the classifications on the assigned wage determination within the category of the work being requested (unskilled, skilled, operator or truck driver).Typically, the DOL Branch of Construction and Wage Determinations processes conformance requests within 30 days of receipt.https://www.fsd.gov/fsd-gov/answer.do?sysparm_kbid=5393a7"
What is the Service Contract Act (SCA)?,"This subpart prescribes policies and procedures implementing the provisions of 41 U.S.C. chapter 67, Service Contract Labor Standards (formerly known as the Service Contract Act of 1965), the applicable provisions of the Fair Labor Standards Act of 1938, as amended (29 U.S.C. 201, et seq.), and related Secretary of Labor regulations and instructions (29 CFR Parts 4, 6, 8, and 1925).The SCA establishes standards for prevailing compensation and safety and health protections for employees performing work for contractors and subcontractors on service contracts entered into with the federal government and with the District of Columbia. SCA provisions are applicable to contracts for which the principal purpose is to provide services in the United States through the use of service employees. The SCA requires contracting agencies to incorporate new or revised SCA wage determinations (WDs) into contracts for services for each solicitation, award, or modification to exercise an option, extend the contract, or change the scope of work (whereby labor requirements are significantly affected).  For service contracts $2,500 and under, SCA Section 2(b) (1) requires payment of the minimum wage in the Fair Labor Standards Act. For service contracts over $2,500, the act requires the contracting officer to incorporate into the contract."
What is two-factor authentication?,"Login.gov uses two-factor authentication to keep accounts secure. As its name implies, two-factor authentication (sometimes called 2FA), requires two different methods to sign in to an account. Usually, this means entering a memorized password and a unique code sent to a device (such as a phone) that you own. Requiring two methods makes breaking into your account much more difficult."
What process is in place to manage the Federal Hierarchy?,Offices are managed by Federal Hierarchy Administrators via the beta.SAM.gov website.  The management of departments/independent agencies and sub-tiers requires the submittal of a form to the Federal Service Desk (FSD.gov). Only requests from a Federal Hierarchy Administrator  will be acted upon.
What roles exist for the different types of assistance listing user accounts?,"Government Users can do the following when logged into the system with their password-protected account: Assistance User: - Register at the agency or  subagency level - Create new assistance listings - Revise existing assistance listings - Submit assistance listing drafts to administrators or OMB     for review (permission dependent) - Submit assistance listing change requests to assistance     administrators - View Published/Pending/Open/Archived assistance     listings - View/Edit Regional Assistance Locations    Review Historical Index Note: The assistance administrator manages a user’s rights to create, submit, and edit assistance listings.Assistance Administrator: - Manage assistance users and other agency-related     information - Create New/Revise Existing assistance listings - Review/Revise assistance listings submitted by assistance     users - Edit CFDA assigned number ranges - View Published/Pending/Open/Archived assistance     listings - View/Edit Regional Assistance Locations - Review Historical Index - Request to Unarchive a assistance listingOMB Analyst: - Review all assistance listings - Edit assistance listings for their assigned agencies/sub-    agencies - Review Historical Index - Approve/Reject assistance listings - Approve/Reject Revisions - Extend Review Period of assistance listingPublic Users: - Sign up for an account to subscribe for updates to an     assistance listing - Search for assistance listings via keyword, assistance     listing number, filtering, Historical Index, or Agency/Office - Access listing of Regional Assistance Locations"
What should I do if I need an administrator role and my role did not migrate?,"Administrator roles cannot be requested. They must be granted by another administrator at a hierarchy level equal to or above the hierarchy organization for which you will be an administrator. To find your administrator, go to the user directory section of your workspace.Click on User Directory to see the entire listUsing the filters, enter your department/Ind. Agency and use the drop downs to select organizations. You may limit your search to administrator role in the contracting opportunity domainOnce you have your administrator’s email, you must send an email request directly to the administrator"
What should I do if I receive unsolicited contact from someone claiming to be a beta.SAM.gov representative?,"Beta.SAM.gov does not use social media or contact individuals by phone to solicit, review, or make awards. Additionally, no government staff will call or message you requesting money in order to be eligible for an award. Beta.SAM.gov is a free public website.Please report any information and documentation that you have related to this incident to the FBI's Internet Crime Complaint Center (IC3) (www.ic3.gov) and your local law enforcement authorities.If you have additional questions prior to reporting your incident, view the IC3 FAQs for more information."
What should I do if I receive unsolicited contact from someone claiming to be a government representative?,"Be cautious. The U.S. Government does not use social media to directly contact you. No Government staff will call or text you to solicit business. Additionally, no Government staff will request money in order to renew or activate your registration.  Registering to do business with the Government is FREE.If you receive an unsolicited email claiming, or implying, affiliation with the Government (or which a reasonable person could confuse with an official message from the Government), you can:	Forward the email to Federal Trade Commission, specifically its Unsolicited Consumer Emails (UCE) program at spam@uce.gov  	Report the contact to the Federal Bureau of Investigation, specifically its Internet Crime Complaint Center (IC3) https://www.ic3.gov/complaint/default.aspx"
What steps should a federal administrator follow to assign a role for contract opportunities in beta.SAM.gov?,#NAME?
What's the difference between an attribute and a metric in creating an ad hoc contract data report?,"Attributes are the aspects of a contract you want to know about. For example, the name of the funding agency is an attribute, as is the date the contract was signed. Metrics are the values you can analyze in relationship to the attributes of the report. For example, number of records and dollars obligated are metrics."
What will happen to my beta.SAM.gov profile?,"Nothing will happen to the information stored in your betaSAM.gov account. If you use the same email address to create your login.gov profile, you will keep all of your records, data access requests, and saved searches. If you use a different email address, then you will essentially be creating a new beta.SAM.gov account and you will lose your data access, etc."
What will happen to my Entity Registrations in SAM as a result of moving to Login.gov?,"There is no impact to entity registration data, exclusions data, data access requests, or roles. All data in SAM will remain as is. No entity data in SAM will be impacted by signing into beta.SAM.gov with your login.gov account."
"When filing an SF-1444 Conformance request, how does the analyst make a determination as to how a ""reasonable relationship"" is defined?","In those circumstances in which the duties of the proposed classification are not performed by any classification in the existing wage determination, the Department of Labor (DOL) Wage and Hour Division (WHD) will consider whether the proposed wage rate bears a “reasonable relationship” to the wage rates in the wage determination when such rates were not less than the rate for the lowest classification in the respective category on the contract WD.WHD has concluded that it better reflects the regulatory requirement that the proposed wage rate, including any bona fide fringe benefits, bears a “reasonable relationship” to the wage rates contained in the wage determination to consider the entirety of the rates within the relevant category (skilled classification, laborer, power equipment operator, or truck driver) on the wage determination and to not generally use as a benchmark the lowest rate within that category. You may find additional information regarding the application of “reasonable relationship” by reviewing the All Agency Memorandum 213 .http://wdol.gov/aam/aam213.pdf"
When is an SF308 submitted?,"A federal agency uses  a Standard Form 308 (SF308)  to obtain an applicable wage determination for a construction project not covered by a published wage determination. The SF308 is used pre-bid/pre-award when comparing classifications on the wage determination with anticipated work to be performed to identify missing classes that may be needed. If all the work is to be performed by a missing classification, the contracting agency will use a SF308 to request an appropriate predetermined wage rate for incorporation in the bid specifications."
When is a system account needed?,"The system account process is designed to protect the data within beta.SAM.gov.  Certain data sets require a system account so we verify information about both the user and system sending or receiving data from beta.SAM.gov.  We need to verify that the requestor should have access, whether the system connecting to our system is secure and that each session is secure.  The system account process is designed to protect the data within beta.SAM.gov."
When is the API key needed?,"If you plan to access beta.SAM.gov data via an API, you will be required to login with your user account and provide an API key. The API key for a user is generated in their User Profile. Users connecting to the APIs using a system account must have an API key generated within the System Account profile. SOAP services do not require API keys, and are being deprecated."
When is the SCA health and welfare updated?,"The health and welfare rate is required for all government contract bids or other services awarded after the issuance date of the new health and welfare rate.  If the contract is for services before the issuance date of the new health and welfare, the service employees are entitled to the new increase effective on the option date of the SCA covered contract.For information about the annual updating of the health and welfare, go to www.beta.sam.gov/help/award#wageDeterminations, and you can access the latest updates in the top right-hand corner."
"When I try to share a contract data report with someone, why isn't their email address in the list?",Users&#39; email addresses are only added to the sharing list after they have run a report themselves.
When should an SCA employee receive the new health and welfare rate?,"The new health and welfare rate is required for all government contract bids, or other services awarded after the issuance date of the new health and welfare rate.  If the contract is for services before the issuance date of the new health and welfare, the service employees are entitled to the new increase effective on the option date of the SCA covered contract."
Where are one time passwords for API’s and system accounts sent?,"One time passwords are emailed to the email address associated with your beta.SAM.gov account. Note, some corporate inboxes may send these emails to the spam filter. Please check your inbox and spam filters for an email with the code."
Where can I find a list of SCA occupation codes?,"Check your WD for a description of the SCA occupational categories. If there is no description for that occupation on the WD, you may find detailed occupational codes and descriptions listed in the SCA Directory of Occupations 5th Edition. SCA Directory of Occupations 5th Edition: http://www.dol.gov/whd/regs/compliance/wage/SCADirV5/SCIf the occupational code is not listed in the directory or on an existing WD for your contract, please contact the Department of Labor Wage and Hour Division for further assistance at 1-866-487-9243. The library section of beta.SAM.gov will be available soon."
Where can I find more information about the contract coverage requirements for state contracts?,"The best resource for information about maximum dollar amounts for contract coverage under state prevailing wage laws is the U.S. Department of Labor's State Labor Laws website, which provides the requirements in your state for this issue.  For additional information, please contact your state’s Department of Labor office.  State labor offices operate under a variety of titles. There is also a variety in the scope and scale of labor enforcement carried out by individual states. Some states may have rigorous enforcement of all labor laws, while others may have minimal labor enforcement. If you have a question about your state’s labor laws, you should contact your state labor office or search their website. You may locate your state office info online, at http://www.dol.gov/whd/contacts/state_of.htm ."
Where can I learn more about login.gov?,Please review the Help Section of login.gov.
Where can I locate more information regarding apprenticeship roles?,"The Department of Labor (DOL has established the ApprenticeshipUSA site to provide apprenticeship information to help accelerate apprenticeship programs. ApprenticeshipUSA offers resources for employers to start apprenticeship programs and assists workers to search for apprenticeship opportunities.ApprenticeshipUSA: https://www.dol.gov/apprenticeship/Start apprenticeship programs: https://www.doleta.gov/oa/employers/apprenticeship_toolkit.pdfContact the DOL regarding apprenticeship information by phone at 202-693-2796   or by e-mail at oa.administrator@dol.gov. Additionally, you can contact the DOL Wage and Hour Division at 1-866-487-9243 or WHD-WDS-PolicySupport@dol.gov for further assistance."
Where can I obtain information regarding the wage determination applicable to my contract action?,"An applicable Wage Determination (WD) is one that covers the appropriate locality, a list of occupations, type of service, and fringe benefit level for the service to be performed. However, the presence of a wage determination on the WD database does not determine the applicable WD for any specific contract. The only controlling wage determinations are those placed into the contract at the time of the award or by a modification having the effect of a new award.  The agency funding the project you will be working on should obtain general wage determinations, such as prevailing wage rates and fringe benefits.  The contracting agency is responsible to furnish all interested parties involved on the project with the applicable wage determination.  Subcontractors should request the applicable wage determination from the general contractor or the contracting agency.  The Wage and Hour Division (WHD) enforces these regulations.Please contact your contracting officer for more information regarding which WD the contractor is required to implement for a specific contract action."
Where can I receive assistance with the PACT (Price Adjustment Calculation Tool)?,The Price Adjustment Calculation Tool will no longer be offered in beta.SAM.gov.
Where can I see the Webinar that was held for the Contracting Officers?,https://meet.gsa.gov/p66oi3qu2uct/?launcher=false&fcsContent=true&pbMode=normal
Where do I go for help with login.gov?,"Contact our supporting Federal Service Desk at www.fsd.gov, or by telephone at 866-606-8220 (toll-free) or 334-206-7828 (internationally), for FREE help.They can help with:-Creating an account-Assigning roles to an account-Entity Registrations-Exclusions-Searching for data in SAM"
